timestamp, data
08:49:14, 51.37
08:49:15, 51.37
08:49:16, 51.37
08:49:17, 51.37
08:49:18, 51.37
08:49:19, 51.37
08:49:20, 51.37
08:49:21, 51.37
08:49:22, 51.37
08:49:24, 51.37
08:49:25, 51.37
08:49:26, 51.37
08:49:27, 51.37
08:49:28, 51.37
08:49:29, 51.37
08:49:30, 51.37
08:49:31, 51.37
08:49:32, 51.37
08:49:33, 51.37
08:49:34, 51.37
08:49:35, 51.37
08:49:37, 51.37
08:49:38, 51.37
08:49:39, 51.37
08:49:40, 51.37
08:49:41, 51.37
08:49:42, 51.37
08:49:43, 51.37
08:49:44, 51.37
08:49:45, 51.37
08:49:46, 51.37
08:49:47, 51.37
08:49:48, 51.37
08:49:50, 51.37
08:49:51, 51.37
08:49:52, 51.37
08:49:53, 51.37
08:49:54, 51.37
08:49:55, 51.37
08:49:56, 51.37
08:49:57, 51.37
08:49:58, 51.37
08:49:59, 51.37
08:50:00, 51.37
08:50:01, 51.37
08:50:03, 51.37
08:50:04, 51.37
08:50:05, 51.37
08:50:06, 51.37
08:50:07, 51.37
08:50:08, 51.37
08:50:09, 51.37
08:50:10, 51.37
08:50:11, 51.37
08:50:12, 51.37
08:50:13, 51.37
08:50:14, 51.37
08:50:16, 51.37
08:50:17, 51.37
08:50:18, 51.37
08:50:19, 51.37
08:50:20, 51.37
08:50:21, 51.37
08:50:22, 51.37
08:50:23, 51.37
08:50:24, 51.37
08:50:25, 51.37
08:50:26, 51.37
08:50:27, 51.37
08:50:29, 51.37
08:50:30, 51.37
08:50:31, 51.37
08:50:32, 51.37
08:50:33, 51.37
08:50:34, 51.37
08:50:35, 51.37
08:50:36, 51.37
08:50:37, 51.37
08:50:38, 51.37
08:50:39, 51.37
08:50:40, 51.37
08:50:42, 51.37
08:50:43, 51.37
08:50:44, 51.37
08:50:45, 51.37
08:50:46, 51.37
08:50:47, 51.37
08:50:48, 51.37
08:50:49, 51.37
08:50:50, 51.37
08:50:51, 51.37
08:50:52, 51.37
08:50:53, 51.37
08:50:55, 51.37
08:50:56, 51.37
08:50:57, 51.37
08:50:58, 51.37
08:50:59, 51.37
08:51:00, 51.37
08:51:01, 51.37
08:51:02, 51.37
08:51:03, 51.37
08:51:04, 51.37
08:51:05, 51.37
08:51:06, 51.37
08:51:08, 51.37
08:51:09, 51.37
08:51:10, 51.37
08:51:11, 51.37
08:51:12, 51.37
08:51:13, 51.37
08:51:14, 51.37
08:51:15, 51.37
08:51:16, 51.37
08:51:17, 51.37
08:51:18, 51.37
08:51:19, 51.37
08:51:21, 51.37
08:51:22, 51.37
08:51:23, 51.37
08:51:24, 51.37
08:51:25, 51.37
08:51:26, 51.37
08:51:27, 51.37
08:51:28, 51.37
08:51:29, 51.37
08:51:30, 51.37
08:51:31, 51.37
08:51:32, 51.37
08:51:34, 51.37
08:51:35, 51.37
08:51:36, 51.37
08:51:37, 51.37
08:51:38, 51.37
08:51:39, 51.37
08:51:40, 51.37
08:51:41, 51.37
08:51:42, 51.37
08:51:43, 51.37
08:51:44, 51.37
08:51:45, 51.37
08:51:47, 51.37
08:51:48, 51.37
08:51:49, 51.37
08:51:50, 51.37
08:51:51, 51.37
08:51:52, 51.37
08:51:53, 51.37
08:51:54, 51.37
08:51:55, 51.37
08:51:56, 51.37
08:51:57, 51.37
08:51:58, 51.37
08:52:00, 51.37
08:52:01, 51.37
08:52:02, 51.37
08:52:03, 51.37
08:52:04, 51.37
08:52:05, 51.37
08:52:06, 51.37
08:52:07, 51.37
08:52:08, 51.37
08:52:09, 51.37
08:52:10, 51.37
08:52:11, 51.37
08:52:13, 51.37
08:52:14, 51.82
08:52:15, 51.82
08:52:16, 51.82
08:52:17, 51.82
08:52:18, 51.82
08:52:19, 51.82
08:52:20, 51.82
08:52:21, 51.82
08:52:22, 51.82
08:52:23, 51.82
08:52:24, 51.82
08:52:26, 51.82
08:52:27, 51.82
08:52:28, 51.82
08:52:29, 51.82
08:52:30, 51.82
08:52:31, 51.82
08:52:32, 51.82
08:52:33, 51.82
08:52:34, 51.82
08:52:35, 51.82
08:52:36, 51.82
08:52:37, 51.82
08:52:39, 51.82
08:52:40, 51.82
08:52:41, 51.82
08:52:42, 51.82
08:52:43, 51.82
08:52:44, 51.82
08:52:45, 51.82
08:52:46, 51.82
08:52:47, 51.82
08:52:48, 51.82
08:52:49, 51.82
08:52:50, 51.82
08:52:52, 51.82
08:52:53, 51.82
08:52:54, 51.82
08:52:55, 51.82
08:52:56, 51.82
08:52:57, 51.82
08:52:58, 51.82
08:52:59, 51.82
08:53:00, 51.82
08:53:01, 51.82
08:53:02, 51.82
08:53:03, 51.82
08:53:05, 51.82
