timestamp, value
14:10:05, 60.20
14:10:06, 60.20
14:10:07, 60.20
14:10:08, 60.20
14:10:09, 60.20
14:10:10, 60.20
14:10:11, 60.20
14:10:12, 60.20
14:10:13, 60.20
14:10:14, 60.20
14:10:15, 60.20
14:10:16, 60.20
14:10:17, 60.20
14:10:18, 60.20
14:10:19, 60.20
14:10:20, 60.20
14:10:21, 60.20
14:10:22, 60.20
14:10:23, 60.20
14:10:24, 60.20
14:10:25, 60.20
14:10:26, 60.20
14:10:27, 60.20
14:10:28, 60.20
14:10:29, 60.20
14:10:30, 60.20
14:10:31, 60.20
14:10:32, 60.20
14:10:33, 60.20
14:10:34, 60.20
14:10:35, 60.20
14:10:36, 60.20
14:10:37, 60.20
14:10:38, 60.20
14:10:39, 60.20
14:10:40, 60.20
14:10:41, 60.20
14:10:42, 60.20
14:10:43, 60.20
14:10:44, 60.20
14:10:45, 60.20
14:10:46, 60.20
14:10:47, 60.20
14:10:48, 60.20
14:10:49, 60.20
14:10:50, 60.20
14:10:51, 60.20
14:10:52, 60.20
14:10:53, 60.20
14:10:54, 60.20
14:10:55, 60.20
14:10:56, 60.20
14:10:57, 60.20
14:10:58, 60.20
14:10:59, 60.20
14:11:00, 60.20
14:11:01, 60.20
14:11:02, 60.20
14:11:03, 60.20
14:11:04, 60.41
14:11:05, 60.41
14:11:06, 60.41
14:11:07, 60.41
14:11:08, 60.41
14:11:09, 60.41
14:11:10, 60.41
14:11:11, 60.41
14:11:12, 60.41
14:11:13, 60.41
14:11:14, 60.41
14:11:15, 60.41
14:11:16, 60.41
14:11:17, 60.41
14:11:18, 60.41
14:11:19, 60.41
14:11:20, 60.41
14:11:21, 60.41
14:11:22, 60.41
14:11:23, 60.41
14:11:24, 60.41
14:11:25, 60.41
14:11:26, 60.41
14:11:27, 60.41
14:11:28, 60.41
14:11:29, 60.41
14:11:30, 60.41
14:11:31, 60.41
14:11:32, 60.41
14:11:33, 60.41
14:11:34, 60.41
14:11:35, 60.41
14:11:36, 60.41
14:11:37, 60.41
14:11:38, 60.41
14:11:39, 60.41
14:11:40, 60.41
14:11:41, 60.41
14:11:42, 60.41
14:11:43, 60.41
14:11:44, 60.41
14:11:45, 60.41
14:11:46, 60.41
14:11:47, 60.41
14:11:48, 60.41
14:11:49, 60.41
14:11:40, 60.41
14:11:51, 60.41
14:11:52, 60.41
14:11:53, 60.41
14:11:54, 60.41
14:11:55, 60.41
14:11:56, 60.41
14:11:57, 60.41
14:11:58, 60.41
14:11:59, 60.41
14:12:00, 60.41
14:12:01, 60.41
14:12:02, 60.41
14:12:03, 60.41
14:12:04, 60.41
14:12:05, 60.41
14:12:06, 60.41
14:12:07, 60.41
14:12:08, 60.41
14:12:09, 60.41
14:12:10, 60.41
14:12:11, 60.41
14:12:12, 60.41
14:12:13, 60.41
14:12:14, 60.41
14:12:15, 60.41
14:12:16, 60.41
14:12:17, 60.41
14:12:18, 60.41
14:12:19, 60.41
14:12:20, 60.41
14:12:21, 60.41
14:12:22, 60.41
14:12:23, 60.41
14:12:24, 60.41
14:12:25, 60.41
14:12:26, 60.41
14:12:27, 60.41
14:12:28, 60.41
14:12:29, 60.41
14:14:13, 58.00
14:14:14, 58.00
14:14:15, 58.00
14:14:16, 58.27
14:14:17, 58.27
14:14:18, 58.27
14:14:19, 58.27
14:14:20, 58.27
14:14:21, 61.87
14:14:23, 61.87
14:14:24, 61.87
14:14:25, 61.87
14:14:26, 61.87
14:14:27, 61.87
14:14:28, 61.87
14:14:29, 61.87
14:14:30, 61.87
14:14:31, 61.87
14:14:32, 61.87
14:14:33, 61.87
14:14:34, 61.87
14:14:35, 61.87
14:14:36, 61.87
14:14:38, 61.87
14:14:39, 61.87
14:14:40, 61.87
14:14:41, 61.87
14:14:42, 61.87
14:14:43, 61.87
14:14:44, 61.87
14:14:45, 61.87
14:14:46, 61.87
14:14:47, 61.87
14:14:48, 61.87
14:14:49, 61.87
14:14:50, 61.87
14:14:51, 61.87
14:14:52, 61.87
14:14:54, 61.87
14:14:55, 61.87
14:14:56, 61.87
14:14:57, 61.87
14:14:58, 61.87
14:14:59, 61.87
14:15:00, 61.87
14:15:01, 61.87
14:15:02, 61.87
14:15:03, 61.87
14:15:04, 61.87
14:15:05, 61.87
14:15:06, 61.87
14:15:07, 61.87
14:15:09, 61.87
14:15:10, 61.87
14:15:11, 61.87
14:15:12, 61.87
14:15:13, 61.87
14:15:14, 61.87
14:15:15, 61.87
