timestamp,value
09:47:02,87.7
09:47:03,87.7
09:47:03,87.7
09:47:04,87.7
09:47:04,87.7
09:47:05,87.7
09:47:05,87.7
09:47:06,87.7
09:47:06,87.7
09:47:07,87.7
09:47:07,87.7
09:47:08,87.7
09:47:08,87.7
09:47:09,87.7
09:47:09,87.7
09:47:10,87.7
09:47:10,87.7
09:47:11,87.7
09:47:11,87.7
09:47:12,87.7
09:47:12,87.7
09:47:13,87.7
09:47:13,87.7
09:47:14,87.7
09:47:14,87.7
09:47:15,87.7
09:47:15,87.7
09:47:16,87.7
09:47:16,87.7
09:47:17,87.7
09:47:17,87.7
09:47:18,87.7
09:47:18,87.7
09:47:19,87.7
09:47:19,87.7
09:47:20,87.7
09:47:20,87.7
09:47:21,87.7
09:47:21,87.7
09:47:22,87.7
09:47:22,87.7
09:47:23,87.7
09:47:23,87.7
09:47:24,87.7
09:47:24,87.7
09:47:25,87.7
09:47:25,87.7
09:47:26,87.7
09:47:26,87.7
09:47:27,87.7
09:47:27,87.7
09:47:28,87.7
09:47:28,87.7
09:47:29,87.7
09:47:29,87.7
09:47:30,87.7
09:47:30,87.7
09:47:31,87.7
09:47:31,87.7
09:47:32,87.7
09:47:32,87.7
09:47:33,87.7
09:47:33,87.7
09:47:34,87.7
09:47:34,87.7
09:47:35,87.7
09:47:35,87.7
09:47:36,87.7
09:47:36,87.7
09:47:37,87.7
09:47:37,87.7
09:47:38,87.7
09:47:38,87.7
09:47:39,87.7
09:47:39,87.7
09:47:40,87.7
09:47:40,87.7
09:47:41,87.7
09:47:41,87.7
09:47:42,87.7
09:47:42,87.7
09:47:43,87.7
09:47:43,87.7
09:47:44,87.7
09:47:44,87.7
09:47:45,87.7
09:47:45,87.7
09:47:46,87.7
09:47:46,87.7
09:47:47,87.7
09:47:47,87.7
09:47:48,87.7
09:47:48,87.7
09:47:49,87.7
09:47:49,87.7
09:47:50,87.7
09:47:50,87.7
09:47:51,87.7
09:47:51,87.7
09:47:52,87.7
09:47:52,87.7
09:47:53,87.7
09:47:53,87.7
09:47:54,87.7
09:47:54,87.7
09:47:55,87.7
09:47:55,87.7
09:47:56,87.7
09:47:56,87.7
09:47:57,87.7
09:47:57,87.7
09:47:58,87.7
09:47:58,87.7
09:47:59,87.7
09:47:59,87.7
09:48:00,87.7
09:48:00,87.7
09:48:01,87.7
09:48:01,87.7
09:48:02,87.7
09:48:02,87.7
09:48:03,87.7
09:48:03,87.7
09:48:04,87.7
09:48:04,87.7
09:48:05,87.7
09:48:05,87.7
09:48:06,87.7
09:48:06,87.7
09:48:07,87.7
09:48:07,87.7
09:48:08,87.7
09:48:08,87.7
09:48:09,87.7
09:48:09,87.7
09:48:10,87.7
09:48:10,87.7
09:48:11,87.7
09:48:11,87.7
09:48:12,87.7
09:48:12,87.7
09:48:13,87.7
09:48:13,87.7
09:48:14,87.7
09:48:14,87.7
09:48:15,87.7
09:48:15,87.7
09:48:16,87.7
09:48:16,87.7
09:48:17,87.7
09:48:17,87.7
09:48:18,87.7
09:48:18,87.7
09:48:19,87.7
09:48:19,87.7
09:48:20,87.7
09:48:20,87.7
09:48:21,87.7
09:48:21,87.7
09:48:22,87.7
09:48:22,87.7
09:48:23,87.7
09:48:23,87.7
09:48:24,87.7
09:48:24,87.7
09:48:25,87.7
09:48:25,87.7
09:48:26,87.7
09:48:26,87.7
09:48:27,87.7
09:48:27,87.7
09:48:28,87.7
09:48:28,87.7
09:48:29,87.7
09:48:29,87.7
09:48:30,87.7
09:48:30,87.7
09:48:31,87.7
09:48:31,87.7
09:48:32,87.7
09:48:32,87.7
09:48:33,87.7
09:48:33,87.7
09:48:34,87.7
09:48:34,87.7
09:48:35,87.7
09:48:35,87.7
09:48:36,87.7
09:48:36,87.7
09:48:37,87.7
09:48:37,87.7
09:48:38,87.7
09:48:38,87.7
09:48:39,87.7
09:48:39,87.7
09:48:40,87.7
09:48:40,87.7
09:48:41,87.7
09:48:41,87.7
09:48:42,87.7
09:48:42,87.7
09:48:43,87.7
09:48:43,87.7
09:48:44,87.7
09:48:44,87.7
09:48:45,87.7
09:48:45,87.7
09:48:46,87.7
09:48:46,87.7
09:48:47,87.7
09:48:47,87.7
09:48:48,87.7
09:48:48,87.7
09:48:49,87.7
09:48:49,87.7
09:48:50,87.7
09:48:50,87.7
09:48:51,87.7
09:48:51,87.7
09:48:52,87.7
09:48:52,87.7
09:48:53,87.7
09:48:53,87.7
09:48:54,87.7
09:48:54,87.7
09:48:55,87.7
09:48:55,87.7
09:48:56,87.7
09:48:56,87.7
09:48:57,87.7
09:48:57,87.7
09:48:58,87.7
09:48:58,87.7
09:48:59,87.7
09:48:59,87.7
09:49:00,87.7
09:49:00,87.7
09:49:01,87.7
09:49:01,87.7
09:49:02,87.7
09:49:02,87.7
09:49:03,87.7
09:49:03,87.7
09:49:04,87.7
09:49:04,87.7
09:49:05,87.7
09:49:05,87.7
09:49:06,87.7
09:49:06,87.7
09:49:07,87.7
09:49:07,87.7
09:49:08,87.7
09:49:08,87.7
09:49:09,87.7
09:49:09,87.7
09:49:10,87.7
09:49:10,87.7
09:49:11,87.7
09:49:11,87.7
09:49:12,87.7
09:49:12,87.7
09:49:13,87.7
09:49:13,87.7
09:49:14,87.7
09:49:14,87.7
09:49:15,87.7
09:49:15,87.7
09:49:16,87.7
09:49:16,87.7
09:49:17,87.7
09:49:17,87.7
09:49:18,87.7
09:49:18,87.7
09:49:19,87.7
09:49:19,87.7
09:49:20,87.7
09:49:20,87.7
09:49:21,87.7
09:49:21,87.7
09:49:22,87.7
09:49:22,87.7
09:49:23,87.7
09:49:23,87.7
09:49:24,87.7
09:49:24,87.7
09:49:25,87.7
09:49:25,87.7
09:49:26,87.7
09:49:26,87.7
09:49:27,87.7
09:49:27,87.7
09:49:28,87.7
09:49:28,87.7
09:49:29,87.7
09:49:29,87.7
09:49:30,87.7
09:49:30,87.7
09:49:31,87.7
09:49:31,87.7
09:49:32,87.7
09:49:32,87.7
09:49:33,87.7
09:49:33,87.7
09:49:34,87.7
09:49:34,87.7
09:49:35,87.7
09:49:35,87.7
09:49:36,87.7
09:49:36,87.7
09:49:37,87.7
09:49:37,87.7
09:49:38,87.7
09:49:38,87.7
09:49:39,87.7
09:49:39,87.7
09:49:40,87.7
09:49:40,87.7
09:49:41,87.7
09:49:41,87.7
09:49:42,87.7
09:49:42,87.7
09:49:43,87.7
09:49:43,87.7
09:49:44,87.7
09:49:44,87.7
09:49:45,87.7
09:49:45,87.7
09:49:46,87.7
09:49:46,87.7
09:49:47,87.7
09:49:47,87.7
09:49:48,87.7
09:49:48,87.7
09:49:49,87.7
09:49:49,87.7
09:49:50,87.7
09:49:50,87.7
09:49:51,87.7
09:49:51,87.7
09:49:52,87.7
09:49:52,87.7
09:49:53,87.7
09:49:53,87.7
09:49:54,87.7
09:49:54,87.7
09:49:55,87.7
09:49:55,87.7
09:49:56,87.7
