timestamp,value
11:44:32, 2.1
11:44:33, 2.1
11:44:34, 2.1
11:44:35, 2.1
11:44:37, 2.1
11:44:38, 2.1
11:44:39, 2.1
11:44:40, 2.1
11:44:41, 2.1
11:44:42, 2.1
11:44:43, 2.1
11:44:44, 2.1
11:44:46, 2.1
11:44:47, 2.1
11:44:48, 2.1
11:44:49, 2.1
11:44:50, 2.1
11:44:51, 2.1
11:44:53, 2.1
11:44:54, 2.1
11:44:55, 2.1
11:44:56, 2.1
11:44:57, 2.1
11:44:58, 2.1
11:44:59, 2.1
11:45:00, 2.1
11:45:01, 2.1
11:45:02, 2.1
11:45:03, 2.1
11:45:05, 2.1
11:45:06, 2.1
11:45:07, 2.1
11:45:08, 2.1
11:45:09, 2.1
11:45:10, 2.1
11:45:11, 2.1
11:45:12, 2.1
11:45:14, 2.1
11:45:15, 2.1
11:45:16, 2.1
11:45:17, 2.1
11:45:18, 2.1
11:45:19, 2.1
11:45:21, 2.1
11:45:22, 2.1
11:45:23, 2.1
11:45:24, 2.1
11:45:25, 2.1
11:45:26, 2.1
11:45:27, 2.1
11:45:29, 2.1
11:45:30, 2.1
11:45:31, 2.1
11:45:32, 2.1
11:45:33, 2.1
11:45:34, 2.1
11:45:35, 2.1
11:45:37, 2.1
11:45:38, 2.1
11:45:39, 2.1
11:45:40, 2.1
11:45:41, 2.1
11:45:42, 2.1
11:45:44, 2.1
11:45:45, 2.4
11:45:46, 2.4
11:45:47, 2.4
11:45:48, 2.4
11:45:49, 2.4
11:45:50, 2.4
11:45:51, 2.4
11:45:52, 2.4
11:45:53, 2.4
11:45:55, 2.4
11:45:56, 2.4
11:45:57, 2.4
11:45:58, 2.4
11:45:59, 2.4
11:46:00, 2.4
11:46:01, 2.4
11:46:03, 2.4
11:46:04, 2.4
11:46:05, 2.4
11:46:06, 2.4
11:46:07, 2.4
11:46:08, 2.4
11:46:09, 2.4
11:46:10, 2.4
11:46:11, 2.4
11:46:12, 2.4
11:46:14, 2.4
11:46:15, 2.4
11:46:16, 2.4
11:46:17, 2.4
11:46:18, 2.4
11:46:19, 2.4
11:46:20, 2.4
11:46:21, 2.4
11:46:22, 2.4
11:46:23, 2.4
11:46:25, 2.4
11:46:26, 2.4
11:46:27, 2.4
11:46:28, 2.4
11:46:29, 2.4
11:46:30, 2.4
11:46:31, 2.4
11:46:32, 2.4
11:46:33, 2.4
11:46:35, 2.4
11:46:36, 2.4
11:46:37, 2.4
11:46:38, 2.4
11:46:39, 2.4
11:46:40, 2.4
11:46:41, 2.4
11:46:42, 2.4
11:46:43, 2.4
11:46:44, 2.4
11:46:46, 2.4
11:46:47, 2.4
11:46:48, 2.4
11:46:49, 2.4
11:46:50, 2.4
11:46:51, 2.4
11:46:52, 2.4
11:46:53, 2.4
11:46:54, 2.4
11:46:55, 2.4
11:46:57, 2.4
11:46:58, 2.4
11:46:59, 2.4
11:47:00, 2.4
11:47:01, 2.4
11:47:02, 2.4
11:47:03, 2.4
11:47:04, 2.4
11:47:05, 2.4
11:47:06, 2.4
11:47:08, 2.4
11:47:09, 2.4
11:47:10, 2.4
11:47:11, 2.3
11:47:12, 2.3
11:47:13, 2.3
11:47:14, 2.3
11:47:15, 2.3
11:47:16, 2.3
11:47:17, 2.3
11:47:19, 2.3
11:47:20, 2.3
11:47:21, 2.3
11:47:22, 2.3
11:47:23, 2.3
11:47:24, 2.3
