timestamp, data
11:46:31, 0.7
11:46:32, 0.7
11:46:33, 0.7
11:46:34, 0.6
11:46:35, 0.6
11:46:36, 0.6
11:46:37, 0.6
11:46:38, 0.6
11:46:39, 0.6
11:46:41, 0.6
11:46:42, 0.6
11:46:43, 0.6
11:46:44, 0.6
11:46:45, 0.6
11:46:46, 0.6
11:46:47, 0.6
11:46:48, 0.6
11:46:49, 0.6
11:46:50, 0.6
11:46:51, 0.6
11:46:52, 0.6
11:46:54, 0.6
11:46:55, 0.6
11:46:56, 0.6
11:46:57, 0.6
11:46:58, 0.6
11:46:59, 0.6
11:47:00, 0.6
11:47:01, 0.6
11:47:02, 0.6
11:47:03, 0.6
11:47:04, 0.6
11:47:05, 0.6
11:47:07, 0.6
11:47:08, 0.6
11:47:09, 0.6
11:47:10, 0.6
11:47:11, 0.6
11:47:12, 0.6
11:47:13, 0.6
11:47:14, 0.6
11:47:15, 0.6
11:47:16, 0.6
11:47:17, 0.6
11:47:18, 0.6
11:47:20, 0.6
11:47:21, 0.6
11:47:22, 0.6
11:47:23, 0.6
11:47:24, 0.6
11:47:25, 0.6
11:47:26, 0.6
11:47:27, 0.6
11:47:28, 0.6
11:47:29, 0.6
11:47:30, 0.6
11:47:31, 0.6
11:47:33, 0.6
11:47:34, 0.6
11:47:35, 0.6
11:47:36, 0.6
11:47:37, 0.6
11:47:38, 0.5
11:47:39, 0.5
11:47:40, 0.6
11:47:41, 0.6
11:47:42, 0.5
11:47:43, 0.5
11:47:44, 0.5
11:47:46, 0.5
11:47:47, 0.5
11:47:48, 0.5
11:47:49, 0.5
11:47:50, 0.5
11:47:51, 0.5
11:47:52, 0.5
11:47:53, 0.5
11:47:54, 0.5
11:47:55, 0.5
11:47:56, 0.5
11:47:57, 0.5
11:47:59, 0.5
11:48:00, 0.5
11:48:01, 0.5
11:48:02, 0.5
11:48:03, 0.5
11:48:04, 0.5
11:48:05, 0.5
11:48:06, 0.5
11:48:07, 0.5
11:48:08, 0.5
11:48:09, 0.5
11:48:10, 0.5
11:48:12, 0.5
11:48:13, 0.5
11:48:14, 0.5
11:48:15, 0.5
11:48:16, 0.5
11:48:17, 0.5
11:48:18, 0.5
11:48:19, 0.5
11:48:20, 0.5
11:48:21, 0.5
11:48:22, 0.5
11:48:23, 0.5
11:48:25, 0.5
11:48:26, 0.5
11:48:27, 0.5
11:48:28, 0.5
11:48:29, 0.5
11:48:30, 0.5
11:48:31, 0.5
11:48:32, 0.5
11:48:33, 0.5
11:48:34, 0.5
